Customer_id,First_name,Last_name,Country,Gender,Age,Winning_percentage,Days_Since_Last_Bet,Income_Level_(k),Total_Amount_wagered,Average_Bet_Amount,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_bets_after_bonus,Increase_in_wagering_after_bonus,Should_Receive_Bonus,withdraw_frequency
481902,Mary,Pittman,Brazil,Female,29,10,9,54689,3747,658.0,8,38.0,35025.0,66.0,653.0,3025.0,333.0,24307.0,1,No
720666,Joshua,Welch,Brazil,Male,59,17,33,29755,664,242.0,45,26.0,45140.0,17.0,342.0,1984.0,258.0,26862.0,1,Weekly
835138,Heather,Reed,India,Male,67,74,18,26836,12499,311.0,346,22.0,36872.0,40.0,407.0,3460.0,262.0,29263.0,0,Daily
335962,James,Griffin,Mexico,Male,36,46,13,22374,10777,461.0,10,24.0,26699.0,43.0,441.0,2657.0,222.0,16907.0,0,Monthly
198389,Michael,Freeman,Mexico,Male,56,19,18,35701,12436,657.0,12,36.0,46028.0,64.0,553.0,1506.0,232.0,32361.0,0,Monthly
779196,Michael,Rowe,India,Male,64,70,24,20117,4651,487.0,48,35.0,49709.0,54.0,459.0,1755.0,275.0,21206.0,0,Weekly
287062,William,Castro,India,Female,52,55,35,26407,12761,564.0,54,34.0,46157.0,45.0,542.0,2740.0,214.0,25794.0,0,Weekly
771879,Rachel,Schwartz,India,Female,62,24,12,25785,16913,556.0,11,29.0,61284.0,61.0,547.0,1658.0,69.0,23084.0,1,Monthly
622838,Erika,Adams,Argentina,Female,25,17,39,32009,4555,597.0,14,32.0,54579.0,54.0,619.0,2126.0,355.0,27596.0,0,Monthly
847979,Kenneth,Cline,Argentina,Male,64,30,36,22958,11605,606.0,52,25.0,51482.0,41.0,661.0,2810.0,252.0,21877.0,1,Weekly
954268,Marcus,Calderon,Brazil,Female,68,66,36,35346,5383,634.0,14,24.0,47324.0,68.0,571.0,2673.0,405.0,35155.0,1,Monthly
145970,James,Short,Brazil,Male,67,34,32,22430,522,478.0,54,17.0,29440.0,45.0,572.0,2678.0,268.0,7273.0,0,Weekly
138466,Jasmine,Rivera,Brazil,Female,32,21,1,35766,882,564.0,313,35.0,60075.0,44.0,486.0,2323.0,359.0,19364.0,0,Daily
142597,Kelli,Barton,Argentina,Female,35,47,17,32076,24613,578.0,14,26.0,40774.0,55.0,475.0,2381.0,261.0,20464.0,1,Monthly
131159,Allison,Foster,India,Female,54,38,26,30011,17556,778.0,342,38.0,57223.0,56.0,795.0,2520.0,230.0,23391.0,1,Daily
656496,Stephen,Robinson,Brazil,Female,67,50,37,26194,3224,347.0,353,25.0,43913.0,59.0,452.0,2191.0,188.0,18600.0,1,Daily
492057,Chelsea,Schmidt,Brazil,Female,30,70,30,21630,108,353.0,13,22.0,38243.0,35.0,572.0,2969.0,298.0,34534.0,1,Monthly
555336,Jorge,Russell,India,Female,23,5,26,37425,6266,154.0,47,20.0,31253.0,20.0,512.0,2055.0,270.0,26158.0,1,Weekly
563953,Stephen,Hernandez,India,Male,58,28,5,33856,13643,523.0,331,33.0,59787.0,45.0,366.0,1189.0,234.0,19874.0,0,Daily
337098,Eric,Bishop,India,Female,20,62,1,29622,25101,590.0,6,22.0,36988.0,36.0,532.0,3181.0,248.0,17967.0,0,Occasionally
111027,Kelly,Cooper,India,Male,30,39,4,21033,29309,398.0,50,23.0,42931.0,58.0,471.0,3414.0,320.0,16020.0,1,Weekly
228872,Lauren,Mercer,Brazil,Male,52,77,17,23817,25651,576.0,342,34.0,51041.0,61.0,457.0,1362.0,332.0,32326.0,1,Daily
805839,Jeffrey,Davis,Brazil,Female,53,43,10,21233,27709,589.0,49,36.0,36502.0,56.0,456.0,2454.0,198.0,32389.0,1,Weekly
130464,Mackenzie,Aguirre,Argentina,Male,29,29,30,22320,25230,502.0,10,45.0,46509.0,52.0,471.0,3106.0,220.0,29961.0,0,Monthly
319036,Brian,Castillo,Mexico,Female,18,32,28,23624,5481,718.0,3,43.0,71895.0,60.0,780.0,3095.0,243.0,20072.0,0,No
330621,Amy,Roth,Mexico,Female,18,45,24,26805,39179,757.0,6,39.0,46294.0,44.0,577.0,3052.0,353.0,28142.0,1,Occasionally
894214,Jeffrey,Mcdaniel,India,Female,58,29,31,25037,437,488.0,7,31.0,50802.0,54.0,372.0,1994.0,236.0,29643.0,1,Monthly
796104,Alexis,Carter,Argentina,Female,53,24,21,20497,35950,616.0,338,16.0,48745.0,55.0,653.0,2676.0,316.0,35768.0,0,Daily
814422,Brandy,Walton,India,Female,21,61,15,29560,4215,554.0,4,34.0,50939.0,53.0,410.0,2634.0,299.0,21987.0,0,No
257516,Heather,Ruiz,Mexico,Female,56,53,27,51212,30250,410.0,54,20.0,55643.0,33.0,535.0,1969.0,257.0,26645.0,0,Weekly
563902,April,Hudson,Brazil,Female,32,35,18,26853,9878,638.0,7,40.0,66469.0,49.0,770.0,4028.0,318.0,20735.0,1,Occasionally
183611,Diane,Robertson,India,Female,34,62,35,26619,15089,257.0,49,31.0,46336.0,44.0,566.0,3544.0,278.0,24660.0,1,Weekly
380966,Isabella,Cook,India,Female,69,53,39,22407,11793,497.0,48,26.0,41966.0,31.0,567.0,4438.0,371.0,35255.0,0,Weekly
318578,Samantha,Smith,Brazil,Male,45,23,15,24883,43141,356.0,352,27.0,41699.0,50.0,407.0,1714.0,207.0,26467.0,1,Daily
872709,Deborah,Knox,India,Male,55,27,33,29507,6209,389.0,8,36.0,71541.0,52.0,892.0,3138.0,326.0,27862.0,0,Occasionally
466076,Kathryn,Allen,Argentina,Female,54,42,19,22318,12718,565.0,50,24.0,55755.0,41.0,332.0,2350.0,246.0,26323.0,1,Weekly
751016,Shannon,Watson,Mexico,Female,57,19,38,35243,11921,490.0,330,31.0,55873.0,53.0,554.0,2744.0,423.0,23187.0,1,Daily
270101,Catherine,Hurst,Brazil,Male,50,19,38,28646,10822,442.0,11,31.0,63071.0,46.0,542.0,2761.0,317.0,20339.0,0,Monthly
642874,Adam,Foster,India,Male,35,79,39,26956,10373,455.0,51,25.0,57818.0,38.0,542.0,1851.0,205.0,24878.0,1,Weekly
737322,Emily,Castaneda,Argentina,Female,51,38,18,39469,6690,506.0,7,36.0,66660.0,52.0,285.0,2502.0,378.0,37005.0,0,Monthly
746778,Rhonda,Vaughn,Mexico,Male,29,46,8,20678,69802,347.0,11,22.0,41381.0,47.0,469.0,1431.0,223.0,33044.0,0,Monthly
449958,Marisa,Rasmussen,Argentina,Female,52,7,1,35471,10778,588.0,49,24.0,68570.0,54.0,599.0,2850.0,216.0,28915.0,0,Weekly
168551,Paul,Williams,Argentina,Female,32,55,19,51070,33413,707.0,9,32.0,73393.0,56.0,533.0,1621.0,195.0,22387.0,1,Occasionally
430902,John,Roberts,Brazil,Female,48,22,32,23994,6629,421.0,51,13.0,46311.0,78.0,579.0,3781.0,357.0,28290.0,0,Weekly
601343,Samantha,Patterson,Mexico,Male,38,58,30,36108,9572,399.0,50,26.0,56525.0,37.0,334.0,2634.0,342.0,25409.0,0,Weekly
494843,Mark,Howard,Argentina,Female,33,25,33,38085,5122,428.0,54,30.0,39030.0,55.0,515.0,2335.0,219.0,24668.0,0,Weekly
995745,Ryan,Harris,Brazil,Male,65,56,18,35341,18946,479.0,5,30.0,44075.0,36.0,453.0,3073.0,218.0,24409.0,0,Occasionally
845899,Catherine,Moreno,Brazil,Female,52,68,5,32951,46747,486.0,9,33.0,53700.0,43.0,417.0,2108.0,221.0,22121.0,0,Monthly
633377,Mariah,Barajas,Argentina,Female,28,77,3,23034,2201,495.0,336,23.0,62902.0,41.0,422.0,1593.0,263.0,25831.0,1,Daily
386282,Molly,Byrd,Mexico,Male,56,32,27,20191,1547,642.0,47,29.0,51050.0,34.0,741.0,1419.0,282.0,22702.0,1,Weekly
599934,Tara,Daniels,Mexico,Female,24,54,14,25838,5486,265.0,7,22.0,44857.0,41.0,484.0,3150.0,251.0,21586.0,0,No
127757,Crystal,Shelton,Brazil,Female,22,12,9,23453,10637,491.0,6,44.0,48141.0,28.0,680.0,3580.0,364.0,14978.0,0,No
931526,Kristina,Johnson,Brazil,Male,49,46,38,36421,13226,617.0,10,26.0,49376.0,23.0,420.0,3134.0,165.0,8482.0,0,Monthly
697981,Taylor,Hester,Argentina,Female,26,7,6,69178,27473,399.0,7,23.0,45834.0,49.0,614.0,1835.0,323.0,24338.0,0,Monthly
175336,Monique,Garcia,Argentina,Female,61,20,19,20538,20463,369.0,9,25.0,50422.0,60.0,737.0,2756.0,270.0,22411.0,0,Occasionally
225047,Matthew,Patton,Brazil,Female,62,55,28,36815,11191,500.0,305,24.0,56903.0,81.0,757.0,3247.0,320.0,25545.0,1,Daily
853561,Marc,Parker,India,Male,25,14,19,20177,11752,667.0,52,31.0,41323.0,65.0,573.0,2769.0,218.0,28789.0,0,Weekly
868296,Bruce,Mills,Argentina,Male,62,42,17,24134,11591,525.0,4,28.0,38854.0,53.0,745.0,3305.0,451.0,33930.0,1,No
565327,Daniel,Walker,Mexico,Female,43,74,16,36962,6240,154.0,14,36.0,68784.0,40.0,404.0,1940.0,273.0,23634.0,1,Monthly
511430,Daniel,Cardenas,India,Female,29,24,3,26475,475,415.0,12,27.0,36716.0,50.0,686.0,3434.0,327.0,26106.0,0,Monthly
432672,Rick,Lawrence,Mexico,Female,70,47,37,27089,4040,415.0,7,34.0,34172.0,41.0,553.0,1896.0,238.0,15564.0,1,Monthly
390675,Tyler,Edwards,Argentina,Male,54,8,37,26674,49593,429.0,340,22.0,56788.0,44.0,509.0,2082.0,293.0,27309.0,0,Daily
950164,Tracy,Vaughn,Mexico,Female,50,27,32,27408,6687,356.0,335,26.0,48610.0,55.0,478.0,903.0,251.0,24812.0,1,Daily
800857,Nicole,Klein,Brazil,Female,62,39,35,37682,23784,545.0,9,26.0,42194.0,46.0,525.0,3593.0,289.0,15432.0,1,Monthly
578293,Brenda,Lewis,Argentina,Female,25,12,2,24606,8959,378.0,3,26.0,54448.0,57.0,622.0,2375.0,260.0,34652.0,1,No
990705,Amy,Brown,India,Male,43,17,14,21712,5725,474.0,342,22.0,36627.0,44.0,473.0,2413.0,458.0,32828.0,0,Daily
670289,Lee,Erickson,Brazil,Female,48,45,5,27627,28351,614.0,9,41.0,48971.0,57.0,388.0,2959.0,290.0,10410.0,0,Occasionally
284282,Jeffery,Walker,India,Male,59,67,30,32863,9904,420.0,301,18.0,53283.0,24.0,585.0,2726.0,332.0,23073.0,1,Daily
130501,James,Horn,Mexico,Female,47,53,27,21612,45079,433.0,307,35.0,54472.0,52.0,651.0,2020.0,261.0,27984.0,0,Daily
850951,Jerry,Foley,Mexico,Male,47,46,37,20135,11158,619.0,340,25.0,29851.0,48.0,590.0,2762.0,183.0,27056.0,1,Daily
426386,Autumn,Young,Mexico,Male,23,40,20,27503,19585,495.0,5,20.0,42460.0,32.0,642.0,3038.0,243.0,24338.0,0,Occasionally
740704,Timothy,Munoz,Mexico,Male,57,70,7,24820,8844,642.0,7,27.0,45343.0,41.0,570.0,1416.0,430.0,17772.0,1,Occasionally
928087,Spencer,Turner,Brazil,Male,34,23,18,25025,4372,358.0,51,27.0,54205.0,54.0,615.0,3812.0,265.0,19170.0,1,Weekly
279703,Sheila,Weeks,Brazil,Male,46,57,34,47575,23856,253.0,54,26.0,58962.0,42.0,573.0,2159.0,227.0,28257.0,0,Weekly
426283,Lisa,Espinoza,Brazil,Female,48,35,25,28786,15791,335.0,11,12.0,52896.0,29.0,490.0,1816.0,205.0,14414.0,1,Monthly
917698,Matthew,Smith,Brazil,Male,20,71,27,21426,10702,438.0,7,21.0,47346.0,34.0,722.0,2675.0,284.0,23377.0,1,Occasionally
293065,David,Martin,Brazil,Male,66,36,18,21193,13401,412.0,47,25.0,44982.0,34.0,599.0,2871.0,270.0,23212.0,0,Weekly
311421,Kenneth,Wilson,Brazil,Male,67,49,4,24230,5841,587.0,13,32.0,35748.0,61.0,592.0,1963.0,303.0,24365.0,1,Monthly
680868,Ruben,English,Brazil,Male,44,16,29,24709,12144,548.0,7,27.0,53122.0,31.0,410.0,1476.0,128.0,17352.0,0,Occasionally
221149,Breanna,Alexander,Brazil,Male,47,77,18,27955,2658,382.0,52,19.0,51534.0,51.0,386.0,3376.0,225.0,28433.0,0,Weekly
209876,Matthew,Khan,Mexico,Male,53,24,26,20515,54319,536.0,9,35.0,77001.0,63.0,619.0,3731.0,247.0,19422.0,0,Monthly
894116,Steven,Vance,India,Male,69,36,14,27927,2034,657.0,46,35.0,69110.0,53.0,608.0,3298.0,336.0,33261.0,1,Weekly
109214,Jill,Patel,Brazil,Male,34,25,32,26228,25053,510.0,48,35.0,58152.0,67.0,616.0,2393.0,232.0,26331.0,0,Weekly
342349,Blake,Nunez,Mexico,Male,48,12,38,57885,1121,388.0,46,32.0,43271.0,42.0,559.0,2229.0,283.0,22878.0,1,Weekly
567906,Jennifer,Terrell,Argentina,Female,24,77,30,20475,14438,460.0,7,18.0,36210.0,48.0,515.0,3568.0,345.0,21220.0,1,Monthly
409753,Calvin,Williams,Argentina,Male,62,78,7,27252,30823,527.0,7,25.0,46934.0,57.0,633.0,2887.0,267.0,25535.0,1,Monthly
802548,Rachel,Franco,India,Female,52,24,39,20535,12246,773.0,48,28.0,56979.0,71.0,490.0,3315.0,224.0,31139.0,0,Weekly
983288,Charlotte,Rosales,Brazil,Female,65,12,14,33371,14052,381.0,51,26.0,25756.0,40.0,623.0,2206.0,324.0,29960.0,0,Weekly
764481,Joshua,Davis,Argentina,Male,30,14,35,41654,20963,460.0,338,29.0,54045.0,30.0,524.0,2845.0,291.0,24987.0,1,Daily
545276,Nicole,Phillips,Argentina,Male,69,52,9,20181,1137,575.0,45,36.0,45720.0,63.0,653.0,3879.0,424.0,31250.0,1,Weekly
105164,Valerie,Meyer,Argentina,Male,56,57,9,23622,8769,462.0,13,25.0,28669.0,35.0,526.0,1265.0,240.0,13077.0,0,Monthly
856932,Sandra,Melton,India,Female,30,53,33,43285,18074,470.0,10,21.0,57304.0,39.0,477.0,2017.0,230.0,21925.0,1,Monthly
259058,Shelby,Washington,Mexico,Female,37,31,11,26507,607,311.0,50,26.0,43647.0,67.0,613.0,2374.0,185.0,14323.0,1,Weekly
522567,Zachary,Gonzalez,Brazil,Female,22,40,21,37003,1713,735.0,13,32.0,60207.0,54.0,563.0,3115.0,387.0,27942.0,0,Monthly
790120,Robert,Khan,India,Male,63,19,35,24751,14647,406.0,51,37.0,63246.0,41.0,707.0,1981.0,194.0,16249.0,0,Weekly
990672,William,Lyons,Argentina,Male,20,58,8,25450,19729,654.0,6,35.0,51710.0,70.0,515.0,3392.0,348.0,34149.0,1,Occasionally
877685,Arthur,Perry,Mexico,Female,36,74,19,29949,1039,525.0,46,38.0,44560.0,51.0,531.0,2954.0,244.0,29149.0,1,Weekly
520882,Ryan,Mcdonald,India,Male,30,23,10,28775,21014,568.0,314,34.0,81498.0,59.0,728.0,3350.0,438.0,31282.0,0,Daily
637425,Michael,Robbins,Brazil,Female,45,15,16,26738,4668,331.0,304,30.0,64290.0,80.0,698.0,3542.0,289.0,24218.0,1,Daily
926496,Tiffany,Nolan,India,Female,21,20,12,28599,33138,319.0,52,24.0,45671.0,1.0,334.0,3509.0,347.0,19872.0,1,Weekly
420260,Frederick,Cooley,Argentina,Female,59,59,2,37285,2038,374.0,9,26.0,59579.0,66.0,517.0,2232.0,233.0,26855.0,1,Monthly
677611,Megan,Dixon,India,Male,28,25,16,29836,11615,598.0,9,20.0,62140.0,49.0,545.0,1747.0,353.0,20186.0,1,Occasionally
614993,Amanda,Martinez,Brazil,Male,50,49,24,25405,5392,641.0,7,39.0,58463.0,51.0,311.0,2262.0,281.0,29889.0,0,Monthly
109472,Jeffrey,Jarvis,Argentina,Male,29,6,28,23981,22238,82.0,8,19.0,47744.0,23.0,312.0,1327.0,202.0,15621.0,0,No
994085,Daniel,Anderson,Argentina,Male,30,63,10,30739,46328,262.0,50,30.0,37955.0,24.0,357.0,1930.0,156.0,21660.0,0,Weekly
329997,Scott,Hall,Brazil,Male,18,60,14,37898,9674,639.0,13,35.0,67563.0,65.0,684.0,3821.0,317.0,32319.0,1,Monthly
734457,Kerry,Hawkins,Mexico,Female,27,78,18,20762,14690,545.0,54,23.0,51193.0,70.0,324.0,2359.0,283.0,34791.0,1,Weekly
940153,Robert,Daniels,Argentina,Female,56,50,34,20430,26858,437.0,46,32.0,56578.0,65.0,487.0,4659.0,285.0,20569.0,0,Weekly
329590,Jeremy,Hawkins,India,Female,60,15,9,22150,78516,443.0,328,26.0,19351.0,29.0,416.0,1392.0,350.0,25766.0,0,Daily
528097,Jeffrey,Callahan,India,Male,55,65,17,31882,959,313.0,8,27.0,47826.0,44.0,501.0,1964.0,323.0,31428.0,1,Monthly
285036,Angela,Marsh,Mexico,Female,18,61,17,27781,6989,317.0,9,17.0,38607.0,31.0,431.0,2990.0,170.0,19857.0,0,Monthly
567702,Stacie,Fernandez,Brazil,Female,19,7,1,27243,8879,676.0,9,30.0,47033.0,61.0,398.0,3332.0,306.0,35545.0,0,Monthly
174970,Lisa,Bolton,Mexico,Female,49,73,39,20045,3732,151.0,11,21.0,37134.0,50.0,580.0,2506.0,300.0,21138.0,0,Monthly
659816,Katrina,Smith,Argentina,Male,69,35,19,28382,6995,510.0,54,31.0,60053.0,39.0,424.0,2339.0,276.0,24486.0,1,Weekly
947716,Leonard,Rodriguez,Brazil,Female,61,37,19,24254,25619,533.0,14,33.0,51649.0,28.0,469.0,2734.0,216.0,19654.0,0,Monthly
926624,Melanie,Harris,Mexico,Male,25,47,37,45950,20069,409.0,46,24.0,55904.0,49.0,421.0,2062.0,344.0,26155.0,1,Weekly
141110,Debbie,Gonzales,India,Male,70,25,3,21417,7618,353.0,52,28.0,64907.0,52.0,617.0,3566.0,386.0,40652.0,0,Weekly
860470,Suzanne,Waller,Mexico,Female,22,71,19,29081,46753,539.0,51,26.0,57600.0,65.0,435.0,2276.0,277.0,26872.0,1,Weekly
144393,Katherine,Bell,India,Male,27,22,9,27107,31494,245.0,10,10.0,47794.0,41.0,589.0,2565.0,272.0,26487.0,1,Monthly
859008,Andrew,Wilson,India,Female,34,62,20,23740,12550,537.0,342,30.0,54996.0,26.0,451.0,3512.0,240.0,28506.0,0,Daily
247583,Mark,Cox,Argentina,Male,54,34,3,24390,5864,384.0,50,37.0,55272.0,70.0,284.0,1338.0,340.0,28685.0,1,Weekly
506198,Timothy,Perez,Argentina,Male,49,9,31,24491,6973,512.0,48,26.0,63642.0,62.0,629.0,2527.0,383.0,25171.0,1,Weekly
328754,Lindsay,Lambert,Argentina,Female,31,62,5,20868,3925,462.0,10,28.0,42536.0,44.0,409.0,1553.0,234.0,20527.0,0,Monthly
385183,Jason,Long,Mexico,Male,18,55,31,22442,25193,637.0,10,25.0,47786.0,57.0,488.0,3457.0,267.0,34523.0,0,Monthly
198780,Rachel,Garcia,Argentina,Female,64,62,22,49688,9126,383.0,12,15.0,48025.0,55.0,649.0,2768.0,328.0,21147.0,1,Monthly
507182,Brandon,Martinez,Argentina,Female,58,47,13,23742,421,559.0,8,38.0,51142.0,32.0,511.0,2953.0,258.0,20670.0,0,Occasionally
194730,Brandon,Aguilar,Mexico,Male,54,20,23,22352,22316,400.0,326,29.0,56694.0,50.0,496.0,823.0,213.0,23245.0,1,Daily
272281,David,Hernandez,India,Male,50,13,1,27520,3087,454.0,304,20.0,47937.0,51.0,573.0,3000.0,298.0,32165.0,0,Daily
458562,Brian,Thompson,India,Female,40,47,9,21609,30982,499.0,13,24.0,35486.0,58.0,806.0,4276.0,331.0,40515.0,1,Monthly
420998,Daniel,Velez,India,Male,24,48,22,21410,5490,583.0,7,29.0,42827.0,43.0,645.0,2883.0,376.0,24833.0,0,Monthly
177678,Valerie,Brown,Brazil,Female,20,18,6,29888,15480,610.0,7,24.0,64340.0,45.0,642.0,3425.0,412.0,26190.0,1,Occasionally
425966,Laura,Hogan,India,Male,26,76,5,45996,24898,541.0,49,27.0,57428.0,45.0,833.0,3524.0,403.0,29524.0,1,Weekly
704601,Adrienne,Lawson,India,Male,31,59,38,24787,85249,541.0,52,28.0,64040.0,46.0,606.0,2737.0,170.0,9561.0,1,Weekly
799815,Shane,Peterson,Brazil,Female,48,16,12,51870,8606,653.0,6,24.0,59340.0,23.0,226.0,1642.0,174.0,24186.0,0,Occasionally
891389,Phillip,Martinez,Brazil,Female,69,70,26,25368,11461,208.0,50,43.0,52438.0,41.0,387.0,2441.0,208.0,29162.0,0,Weekly
461768,Ian,Cobb,India,Female,18,44,38,21403,1151,669.0,7,33.0,67636.0,61.0,541.0,2860.0,251.0,32414.0,1,Occasionally
388564,Helen,Perez,India,Male,50,47,28,28529,20864,237.0,47,23.0,28997.0,56.0,646.0,1379.0,267.0,29283.0,1,Weekly
926084,Nicole,Austin,Brazil,Female,44,69,7,32196,3409,747.0,11,34.0,30765.0,41.0,536.0,2768.0,382.0,20398.0,1,Monthly
857934,Rebecca,Chaney,Brazil,Male,68,66,37,20345,15639,533.0,47,28.0,33304.0,32.0,532.0,2620.0,248.0,15542.0,1,Weekly
531447,Sandy,Bennett,Brazil,Female,51,34,29,26650,11486,649.0,47,27.0,44288.0,44.0,559.0,3333.0,232.0,20877.0,1,Weekly
200116,Jenna,Sandoval,Argentina,Female,38,32,24,31909,2653,428.0,13,19.0,43696.0,51.0,636.0,1872.0,217.0,27474.0,0,Monthly
912675,Wayne,Luna,Argentina,Female,67,19,8,27651,4195,463.0,49,26.0,39871.0,43.0,469.0,2061.0,279.0,19155.0,0,Weekly
940828,Jennifer,Williams,Brazil,Female,51,37,26,58898,3609,634.0,5,31.0,67033.0,55.0,539.0,2633.0,302.0,24573.0,0,Occasionally
684685,Jeffrey,Bowers,Mexico,Female,53,61,29,24893,9841,420.0,335,29.0,68272.0,61.0,690.0,2764.0,308.0,40018.0,1,Daily
781335,Marco,Stewart,Argentina,Male,25,32,22,21488,3932,359.0,8,24.0,35259.0,44.0,527.0,1376.0,245.0,26407.0,1,Occasionally
601168,Belinda,Williams,India,Female,19,13,22,28888,17420,486.0,12,43.0,44780.0,59.0,557.0,2092.0,189.0,27051.0,0,Monthly
251172,Karen,Rodriguez,Brazil,Female,41,37,28,29396,69147,598.0,319,23.0,52468.0,68.0,453.0,2362.0,321.0,27299.0,1,Daily
216365,Raymond,Hampton,Argentina,Male,36,46,13,27777,17109,547.0,331,30.0,52059.0,57.0,672.0,3685.0,251.0,25493.0,1,Daily
668828,Margaret,Craig,Argentina,Female,56,42,25,31623,1491,632.0,9,24.0,52181.0,55.0,671.0,3738.0,329.0,33170.0,1,Monthly
499356,Joseph,Sanchez,India,Male,22,32,21,25288,5221,266.0,7,19.0,18018.0,25.0,470.0,2343.0,218.0,25901.0,1,No
181106,Kenneth,Watson,Mexico,Female,46,45,29,60283,5714,393.0,9,24.0,52614.0,43.0,510.0,2317.0,312.0,26793.0,0,Occasionally
902609,Michael,Daniels,Argentina,Female,23,58,4,22410,3841,599.0,46,28.0,44949.0,51.0,617.0,2854.0,317.0,28965.0,0,Weekly
143085,Nicholas,Valentine,India,Male,34,28,25,43314,15981,445.0,353,21.0,44558.0,47.0,548.0,1291.0,331.0,22869.0,1,Daily
509680,Carl,Williams,India,Male,34,61,20,38183,5135,510.0,8,29.0,55061.0,43.0,471.0,3123.0,218.0,21230.0,0,Monthly
155192,Holly,Jimenez,India,Female,49,11,19,20143,11254,486.0,6,12.0,42563.0,54.0,754.0,3119.0,341.0,27632.0,0,Occasionally
854343,Rhonda,Farmer,Argentina,Female,54,29,29,24999,1055,115.0,12,21.0,42045.0,23.0,359.0,2147.0,257.0,19894.0,1,Monthly
884791,Valerie,Perry,Brazil,Male,60,8,21,28000,22582,330.0,51,33.0,31180.0,10.0,451.0,3081.0,357.0,3883.0,1,Weekly
661816,Helen,Yang,Brazil,Female,64,33,6,24361,10000,662.0,312,41.0,61759.0,59.0,626.0,2694.0,310.0,24126.0,0,Daily
358132,Sean,Moore,Mexico,Female,32,57,17,24843,17460,387.0,53,30.0,54698.0,41.0,383.0,1342.0,235.0,14731.0,0,Weekly
766726,Angela,Chambers,Brazil,Male,46,45,37,22938,54365,521.0,52,22.0,51933.0,40.0,442.0,3013.0,288.0,18387.0,0,Weekly
245540,Nathaniel,Johnson,Mexico,Female,24,66,34,59836,12210,559.0,7,19.0,71455.0,48.0,523.0,2224.0,216.0,21145.0,0,No
585639,April,Berg,India,Male,40,11,25,33115,33649,319.0,45,20.0,49296.0,49.0,345.0,1589.0,216.0,18952.0,0,Weekly
716151,Matthew,Reid,Argentina,Female,57,79,1,22801,15469,593.0,10,28.0,31998.0,32.0,464.0,2272.0,289.0,18103.0,0,Monthly
691832,Daniel,Holt,India,Female,49,77,13,23182,57274,491.0,11,33.0,61740.0,44.0,536.0,2406.0,285.0,26461.0,0,Monthly
687664,Lisa,Ortega,Mexico,Female,55,22,39,41223,32922,346.0,10,27.0,38998.0,42.0,705.0,2521.0,205.0,27840.0,1,Monthly
126178,Kevin,Carson,Brazil,Male,21,15,21,38301,26191,303.0,11,22.0,54546.0,50.0,407.0,2442.0,289.0,23679.0,1,Monthly
619601,Jason,Mccoy,Argentina,Male,51,27,21,45392,13464,673.0,7,31.0,80048.0,57.0,687.0,3042.0,294.0,25168.0,0,Occasionally
223171,Daniel,Ross,Argentina,Male,21,73,15,21891,15073,405.0,4,23.0,55209.0,52.0,554.0,2216.0,269.0,29259.0,0,No
989567,Joanne,Potter,Mexico,Male,34,18,30,38263,26190,443.0,9,25.0,47300.0,64.0,592.0,2040.0,295.0,27825.0,0,Occasionally
402466,Destiny,Henderson,Brazil,Male,53,47,24,24052,3883,542.0,5,36.0,71281.0,63.0,643.0,3552.0,336.0,37883.0,1,Occasionally
717252,Ellen,Butler,Mexico,Female,51,29,16,21744,2289,249.0,12,28.0,24691.0,27.0,425.0,3047.0,305.0,22900.0,0,Monthly
651393,Joshua,Kelly,Mexico,Male,40,9,31,23676,23044,631.0,10,31.0,65569.0,69.0,746.0,4114.0,264.0,27408.0,0,Monthly
262982,Sean,Gonzalez,Brazil,Male,36,53,25,51644,27926,377.0,10,16.0,37968.0,49.0,525.0,3391.0,269.0,38974.0,0,Monthly
545438,Emily,Hancock,Brazil,Male,46,33,19,26228,7896,604.0,353,25.0,56581.0,48.0,620.0,3015.0,288.0,21044.0,0,Daily
307349,Dawn,Parsons,Mexico,Female,43,67,10,26055,9535,598.0,48,27.0,58207.0,62.0,561.0,2507.0,260.0,28036.0,1,Weekly
631658,Jennifer,Stephens,Argentina,Female,66,71,36,20963,999,678.0,49,22.0,63144.0,45.0,599.0,3581.0,337.0,28864.0,1,Weekly
728829,Savannah,Turner,Argentina,Female,32,12,13,31568,9918,381.0,12,26.0,76196.0,57.0,551.0,1506.0,285.0,25328.0,0,Monthly
824334,Catherine,Wood,Argentina,Female,57,58,7,42415,8776,235.0,343,34.0,52362.0,43.0,435.0,1613.0,199.0,26361.0,0,Daily
113889,Ryan,Williams,Argentina,Female,45,49,4,22682,24586,474.0,5,36.0,47791.0,43.0,462.0,3560.0,303.0,26248.0,1,Occasionally
480754,Katelyn,Sutton,Brazil,Female,45,8,17,22023,8491,587.0,13,23.0,45663.0,35.0,513.0,3206.0,296.0,33067.0,1,Monthly
188006,Ethan,Tapia,Argentina,Male,46,39,25,22024,34461,625.0,54,23.0,40245.0,42.0,470.0,1942.0,297.0,27716.0,1,Weekly
901289,Laura,Brown,Argentina,Female,35,9,27,50139,14486,460.0,8,23.0,57156.0,64.0,758.0,2738.0,289.0,27428.0,0,Monthly
